Chromosome	Genomic Position Start	Genomic Position End	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Phenotypes	moi
chr1	40979696	41012565	123860	CTPS1, CTPS, IMD24	Cytidine 5'-triphosphate synthetase 1	CTPS1	1503	ENSG00000171793	Immunodeficiency 24, 615897 (3), Autosomal recessive	AR
chr1	42456341	42473417	609853	PPCS, CMD2C	Phosphopantothenoylcysteine synthetase	PPCS	79717	ENSG00000127125	Cardiomyopathy, dilated, 2C, 618189 (3), Autosomal recessive	AR
chr1	42733093	42740236	610036	CLDN19, HOMG5	Claudin 19	CLDN19	149461	ENSG00000164007	Hypomagnesemia 5, renal, with ocular involvement, 248190 (3), Autosomal recessive	AR
chr1	42746374	42767028	610339	P3H1, LEPRE1, GROS1, OI8	Prolyl 3-hydroxylase 1	P3H1	64175	ENSG00000117385	Osteogenesis imperfecta, type VIII, 610915 (3), Autosomal recessive	AR
chr1	42807052	42817397	617853	SVBP, CCDC23, NEDAHM	Small vasohibin-binding protein	SVBP	374969	ENSG00000177868	Neurodevelopmental disorder with ataxia, hypotonia, and microcephaly, 618569 (3), Autosomal recessive	AR
chr1	42925353	42958868	138140	SLC2A1, GLUT1, HTLVR, DYT18, PED, GLUT1DS, EIG12, DYT9, SDCHCN	Solute carrier family 2 (facilitated glucose transporter), member 1	SLC2A1	6513	ENSG00000117394	Dystonia 9, 601042 (3), Autosomal dominant	AD
chr1	43300982	43323108	600222	TIE, JTK14, TIE1, LMPHM11	Tyrosine kinase with immunoglobulin and epidermal growth factor homology domains	TIE1	7075	ENSG00000066056	Lymphatic malformation 11, 619401 (3), Autosomal dominant	AD
chr1	43358981	43363203	603618	CDC20, OZEMA14	Cell division cycle 20	CDC20	991	ENSG00000117399	Oocyte/zygote/embryo maturation arrest 14, 620276 (3), Autosomal recessive	AR
chr1	43363401	43368011	611813	ELOVL1, SSC1, IKSHD	Elongation of very long chain fatty acids-like 1	ELOVL1	64834	ENSG00000066322	Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facies, 618527 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr1	43389899	43454247	615463	SZT2, KIAA0467, DEE18	SZT2 subunit of KICSTOR complex	SZT2	23334	ENSG00000198198	Developmental and epileptic encephalopathy 18, 615476 (3), Autosomal recessive	AR
chr1	43522051	43623666	179590	PTPRF, LAR, BNAH2	Protein tyrosine phosphatase, receptor type, f polypeptide	PTPRF	5792	ENSG00000142949	?Breasts and/or nipples, aplasia or hypoplasia of, 2, 616001 (3), Autosomal recessive	AR
chr1	43700001	60800000	178300	PTOS1	Ptosis, congenital 1, autosomal dominant		5765		Ptosis, hereditary congenital, 1, 178300 (2), Autosomal dominant	AD
chr1	43707536	43931159	606494	ST3GAL3, SIAT6, ST3GALII, MRT12, DEE15	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	ST3GAL3	6487	ENSG00000126091	Developmental and epileptic encephalopathy 15, 615006 (3), Autosomal recessive	AR
chr1	43970010	43973369	603456	DPH2, DPH2L2, DEDSSH2	Diphthamide biosynthesis protein 2	DPH2	1802	ENSG00000132768	Developmental delay with short stature, dysmorphic facial features, and sparse hair 2, 620062 (3), Autosomal recessive	AR
chr1	43996483	44031462	601019	SLC6A9, GLYT1, GCENSG	Solute carrier family 6 (neurotransmitter transporter, glycine), member 9	SLC6A9	6536	ENSG00000196517	Glycine encephalopathy with normal serum glycine, 617301 (3), Autosomal recessive	AR
chr1	44404783	44651724	616136	RNF220, HLD23	RING finger protein 220	RNF220	55182	ENSG00000187147	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy, 619688 (3), Autosomal recessive	AR
chr1	44653247	44674481	619722	TMEM53, NET4, CTDI	Transmembrane protein 53	TMEM53	79639	ENSG00000126106	Craniotubular dysplasia, Ikegawa type, 619727 (3), Autosomal recessive	AR
chr1	44850522	44986595	606273	EIF2B3, VWM3	Eukaryotic translation initiation factor 2B, subunit 3	EIF2B3	8891	ENSG00000070785	Leukoencephalopathy with vanishing white matter 3, with or without ovarian failure, 620313 (3), Autosomal recessive	AR
chr1	45012254	45015575	613521	UROD	Uroporphyrinogen decarboxylase	UROD	7389	ENSG00000126088	Porphyria, hepatoerythropoietic, 176100 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr1	45326895	45328710	618994	HPDL, NEDSWMA, SPG83	4-hydroxyphenylpyruvate dioxygenase-like	HPDL	84842	ENSG00000186603	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities, 619026 (3), Autosomal recessive	AR
chr1	45329242	45340440	604933	MUTYH, MYH	mutY DNA glycosylase	MUTYH	4595	ENSG00000132781	Adenomas, multiple colorectal, 608456 (3), Autosomal recessive	AR
chr1	45340170	45343973	613931	TOE1, PCH7	Target of EGR1	TOE1	114034	ENSG00000132773	Pontocerebellar hypoplasia, type 7, 614969 (3), Autosomal recessive	AR
chr1	45500300	45513382	609831	MMACHC	Metabolism of cobalamin associated C	MMACHC	25974	ENSG00000132763	Methylmalonic aciduria and homocystinuria, cblC type, 277400 (3), Autosomal recessive	AR
chr1	45511051	45522890	176763	PRDX1, PRXI, PAGA, NKEFA	Peroxiredoxin 1	PRDX1	5052	ENSG00000117450	Methylmalonic aciduria and homocystinuria, cblC type, digenic, 277400 (3), Autosomal recessive	AR
chr1	46188683	46220305	606822	POMGNT1, MEB, MDDGA3, MDDGB3, MDDGC3, RP76, LGMDR15	Protein 0-mannose beta-1,2-N-acetylglucosaminyltransferase	POMGNT1	55624	ENSG00000085998	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3, 613157 (3), Autosomal recessive	AR
chr1	46247688	46278473	603615	RAD54L, HR54, HRAD54	RAD54 like	RAD54L	8438	ENSG00000085999	{Breast cancer, invasive ductal}, 114480 (3), Somatic mutation, Autosomal dominant	AD
chr1	46300001	84400000	613606	FWS	Forsythe-Wakeling syndrome		100529224		Forsythe-Wakeling syndrome, 613606 (2), Autosomal recessive	AR
chr1	46300001	50200000	613857	OFC13	Orofacial cleft 13		100653367		Orofacial cleft 13, 613857 (2), Autosomal dominant	AD
chr1	46300001	50200000	618377	PAINQTL1	Pain sensitivity quantitative trait locus 1		NA		?Pain sensitivity QTL1, 618377 (4), Autosomal dominant	AD
chr1	46303698	46316776	613844	UQCRH, MC3DN11	Ubiquinol-cytochrome c reductase hinge protein	UQCRH	7388	ENSG00000173660	?Mitochondrial complex III deficiency, nuclear type 11, 620137 (3), Autosomal recessive	AR
chr1	47250139	47314896	181590	STIL, SIL, MCPH7	SCL/TAL1-interrupting locus	STIL	6491	ENSG00000123473	Microcephaly 7, primary, autosomal recessive, 612703 (3), Autosomal recessive	AR
chr1	47416285	47418052	601094	FOXE3, FKHL12, ASMD, CTRCT34, ASGD2, AAT11	Forkhead box E3	FOXE3	2301	ENSG00000186790	Anterior segment dysgenesis 2, multiple subtypes, 610256 (3), Autosomal recessive	AR
chr1	52372829	52409503	601902	ORC1, ORC1L	Origin recognition complex, subunit 1	ORC1	4998	ENSG00000085840	Meier-Gorlin syndrome 1, 224690 (3), Autosomal recessive	AR
chr1	52684449	52698347	615623	COA7, RESA1, SELRC1, C1orf163, SCAN3	Cytochrome C oxidase assembly factor	COA7	65260	ENSG00000162377	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3, 618387 (3), Autosomal recessive	AR
chr1	52927276	53051698	184755	SCP2	Sterol carrier protein-2	SCP2	6342	ENSG00000116171	?Leukoencephalopathy with dystonia and motor neuropathy, 613724 (3), Autosomal recessive	AR
chr1	53196824	53214197	600650	CPT2, IIAE4	Carnitine palmitoyltransferase II	CPT2	1376	ENSG00000157184	{Encephalopathy, acute, infection-induced, 4, susceptibility to}, 614212 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr1	53894187	53911086	147892	DIO1, TXDI1, THMA2	Deiodinase, iodothyronine, type I	DIO1	1733	ENSG00000211452	Thyroid hormone metabolism, abnormal, 2, 619855 (3), Autosomal dominant	AD
chr1	54756898	54764523	612036	PARS2, DEE75	Prolyl-tRNA synthetase 2	PARS2	25973	ENSG00000162396	Developmental and epileptic encephalopathy 75, 618437 (3), Autosomal recessive	AR
chr1	54849627	54887195	606418	DHCR24, KIAA0018	24-dehydrocholesterol reductase	DHCR24	1718	ENSG00000116133	Desmosterolosis, 602398 (3), Autosomal recessive	AR
chr1	54998933	55017172	606412	BSND	Barttin	BSND	7809	ENSG00000162399	Sensorineural deafness with mild renal dysfunction, 602522 (3), Autosomal recessive	AR
chr1	55039548	55064852	607786	PCSK9, NARC1, HCHOLA3, FH3, LDLCQ1, FHCL3	Proprotein convertase, subtilisin/kexin-type, 9	PCSK9	255738	ENSG00000169174	{Low density lipoprotein cholesterol level QTL 1}, 603776 (3), Autosomal dominant	AD
chr1	56854797	56918223	120950	C8A	Complement component-8, alpha polypeptide	C8A	731	ENSG00000157131	C8 deficiency, type I, 613790 (3), Autosomal recessive	AR
chr1	56929207	56966015	120960	C8B	Complement component-8, beta polypeptide	C8B	732	ENSG00000021852	C8 deficiency, type II, 613789 (3), Autosomal recessive	AR
chr1	56994778	58546726	603448	DAB1, SCA37	DAB adaptor protein 1	DAB1	1600	ENSG00000173406	Spinocerebellar ataxia 37, 615945 (3), Autosomal dominant	AD
chr1	58575433	58577252	137290	TACSTD2, TROP2, M1S1	Tumor-associated calcium signal transducer 2	TACSTD2	4070	ENSG00000184292	Corneal dystrophy, gelatinous drop-like, 204870 (3), Autosomal recessive	AR
chr1	58654743	58700062	612176	MYSM1, 2ADUB, KIAA1915, BMFS4	MYB-like, SWIRM, and MPN domains-containing protein 1	MYSM1	114803	ENSG00000162601	Bone marrow failure syndrome 4, 618116 (3), Autosomal recessive	AR
chr1	60800001	84400000	615892	OFC14	Orofacial cleft 14		103581096		Orofacial cleft 14, 615892 (2), Autosomal recessive	AR
chr1	61077227	61462788	600727	NFIA, BRMUTD	Nuclear factor I/A	NFIA	4774	ENSG00000162599	Brain malformations with or without urinary tract defects, 613735 (3), Autosomal dominant	AD
chr1	62454726	62688386	615730	DOCK7, KIAA1771, DEE23	Dedicator of cytokinesis 7	DOCK7	85440	ENSG00000116641	Developmental and epileptic encephalopathy 23, 615859 (3), Autosomal recessive	AR
chr1	62597520	62606313	604774	ANGPTL3, ANGPT5, FHBL2	Angiopoietin-like 3	ANGPTL3	27329	ENSG00000132855	Hypobetalipoproteinemia, familial, 2, 605019 (3), Autosomal recessive	AR
chr1	63322567	63325128	611539	FOXD3, AIS1, VAMAS2	Forkhead box D3	FOXD3	27022	ENSG00000187140	{Autoimmune disease, susceptibility to, 1}, 607836 (3), Autosomal dominant	AD
chr1	63367627	63438553	604566	ALG6, CDG1C	ALG6 alpha-1,3-glucosyltransferase	ALG6	29929	ENSG00000088035	Congenital disorder of glycosylation, type Ic, 603147 (3), Autosomal recessive	AR
chr1	63593411	63660245	171900	PGM1, GSD14, CDG1T	Phosphoglucomutase-1	PGM1	5236	ENSG00000079739	Congenital disorder of glycosylation, type It, 614921 (3), Autosomal recessive	AR
chr1	63774017	64181498	602336	ROR1, NTRKR1	Receptor tyrosine kinase-like orphan receptor 1	ROR1	4919	ENSG00000185483	?Deafness, autosomal recessive 108, 617654 (3), Autosomal recessive	AR
chr1	64833229	65067746	147795	JAK1, AIIDE	Janus kinase 1 (a protein-tyrosine kinase)	JAK1	3716	ENSG00000162434	Autoinflammation, immune dysregulation, and eosinophilia, 618999 (3), Autosomal dominant	AD
chr1	65264749	65415871	608375	DNAJC6, DJC6, KIAA0473, PARK19	DNAJ heat shock protein family (Hsp40) member C6	DNAJC6	9829	ENSG00000116675	Parkinson disease 19a, juvenile-onset, 615528 (3), Autosomal recessive	AR
chr1	65420652	65641559	601007	LEPR, OBR, LEPRD	Leptin receptor	LEPR	3953	ENSG00000116678	Obesity, morbid, due to leptin receptor deficiency, 614963 (3), Autosomal recessive	AR
chr1	66972976	67054148	610804	SLC35D1, UGTREL7, KIAA0260, SHNKND	Solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	SLC35D1	23169	ENSG00000116704	Schneckenbecken dysplasia, 269250 (3), Autosomal recessive	AR
chr1	68098459	68232546	611514	WLS, GPR177, EVI, ZKS	WNT ligand secretion mediator	WLS	79971	ENSG00000116729	Zaki syndrome, 619648 (3), Autosomal recessive	AR
chr1	68428822	68449954	180069	RPE65, RP20, LCA2	RPE65 retinoid isomerohydrolase	RPE65	6121	ENSG00000116745	Retinitis pigmentosa 20, 613794 (3), Autosomal recessive	AR
chr1	69300001	106700000	609727	SPG29	Spastic paraplegia 29, autosomal dominant		619379		Spastic paraplegia 29, autosomal dominant, 609727 (2), Autosomal dominant	AD
chr1	70411268	70439851	607657	CTH	Cystathionine gamma-lyase	CTH	1491	ENSG00000116761	Cystathioninuria, 219500 (3), Autosomal recessive	AR
chr1	74235387	74544428	613932	TNNI3K, CCDD	TNNI3-interacting kinase	TNNI3K	51086	ENSG00000116783	Cardiac conduction disease with or without dilated cardiomyopathy, 616117 (3), Autosomal dominant	AD
chr1	75724709	75763679	607008	ACADM, MCAD	Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	ACADM	34	ENSG00000117054	Acyl-CoA dehydrogenase, medium chain, deficiency of, 201450 (3), Autosomal recessive	AR
chr1	75796882	75913242	602105	MSH4, POF20, SPGF2	mutS homolog 4	MSH4	4438	ENSG00000057468	Premature ovarian failure 20, 619938 (3), Autosomal recessive	AR
chr1	77088989	77219430	605087	PIGK, GPI8, NEDHCAS	Phosphatidylinositol glycan, class K	PIGK	10026	ENSG00000142892	Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures, 618879 (3), Autosomal recessive	AR
chr1	77888624	77943895	613121	NEXN, NELIN, CMD1CC, CMH20	Nexilin F-actin binding protein	NEXN	91624	ENSG00000162614	Cardiomyopathy, dilated, 1CC, 613122 (3), Autosomal dominant	AD
chr1	77979175	78017964	611327	DNAJB4, HLJ1, CMYP21	DNAJ/HSP40 homolog, subfamily B, member 4	DNAJB4	11080	ENSG00000162616	Congenital myopathy 21 with early respiratory failure, 620326 (3), Autosomal recessive	AR
chr1	84078079	84238498	176892	PRKACB, CAFD2	Protein kinase, cAMP-dependent, catalytic, beta	PRKACB	5567	ENSG00000142875	Cardioacrofacial dysplasia 2, 619143 (3), Autosomal dominant, Somatic mosaicism	AD
chr1	84400001	94300000	608035	CMM4	Melanoma, cutaneous malignant, 4		474388		{Melanoma, cutaneous malignant, 4}, 608035 (2), Autosomal dominant	AD
chr1	86914635	87109982	604844	HS2ST1, NFSRA	Heparan sulfate 2-O-sulfotransferase 1	HS2ST1	9653	ENSG00000153936	Neurofacioskeletal syndrome with or without renal agenesis, 619194 (3), Autosomal recessive	AR
chr1	90915304	91022035	614159	ZNF644, MYP21	Zinc finger protein 644	ZNF644	84146	ENSG00000122482	Myopia 21, autosomal dominant, 614167 (3), Autosomal dominant	AD
chr1	91260766	91408007	615684	HFM1, MER3, POF9	Helicase for meiosis 1	HFM1	164045	ENSG00000162669	Premature ovarian failure 9, 615724 (3), Autosomal recessive	AR
chr1	91949371	92014428	602144	BRDT, SPGF21	Bromodomain, testis-specific	BRDT	676	ENSG00000137948	?Spermatogenic failure 21, 617644 (3), Autosomal recessive	AR
chr1	92246402	92370844	601749	GLMN, GVM, VMGLOM	Glomulin	GLMN	11146	ENSG00000174842	Glomuvenous malformations, 138000 (3), Autosomal dominant	AD
chr1	92473043	92486925	600871	GFI1, ZNF163, SCN2	Growth factor independent 1	GFI1	2672	ENSG00000162676	?Neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3), Autosomal dominant	AD
chr1	92831986	92841924	603634	RPL5, DBA6	Ribosomal protein L5	RPL5	6125	ENSG00000122406	Diamond-Blackfan anemia 6, 612561 (3), Autosomal dominant	AD
chr1	93992834	94121148	601691	ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2	ATP-binding transporter, retina-specific	ABCA4	24	ENSG00000198691	Retinal dystrophy, early-onset severe, 248200 (3), Autosomal recessive	AR
chr1	94300001	111200000	600193	WS2B	Waardenburg syndrome, type 2B		7488		Waardenburg syndrome, type 2B, 600193 (2), Autosomal dominant	AD
chr1	94385131	94518663	170995	ABCD3, PXMP1, PMP70, CBAS5	ATP-binding cassette, subfamily D, member 3 (peroxisomal membrane protein 1, 70kD)	ABCD3	5825	ENSG00000117528	?Bile acid synthesis defect, congenital, 5, 616278 (3), Autosomal recessive	AR
chr1	94974405	95072951	612866	ALG14, CMS15, IDDEBF, MEPCA	ALG14 UDP-N-acetylglucosaminyltransferase subunit	ALG14	199857	ENSG00000172339	Intellectual developmental disorder with epilepsy, behavioral abnormalities, and coarse facies, 619031 (3), Autosomal recessive	AR
chr1	97077743	97921059	612779	DPYD, DPD	Dihydropyrimidine dehydrogenase	DPYD	1806	ENSG00000188641	Dihydropyrimidine dehydrogenase deficiency, 274270 (3), Autosomal recessive	AR
chr1	99849258	99924023	610860	AGL, GDE	Amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme)	AGL	178	ENSG00000162688	Glycogen storage disease IIIa, 232400 (3), Autosomal recessive	AR
chr1	99969996	100035634	605632	SLC35A3, AMRS	Solute carrier family 35 (UDP-GlcNAc transporter), member 3	SLC35A3	23443	ENSG00000117620	Arthrogryposis, impaired intellectual development, and seizures, 615553 (3), Autosomal recessive	AR
chr1	100083570	100132930	609321	SASS6, SAS6, MCPH14	SAS-6 centriolar assembly protein	SASS6	163786	ENSG00000156876	Microcephaly 14, primary, autosomal recessive, 616402 (3), Autosomal recessive	AR
chr1	100345001	100520277	603504	CDC14A, DFNB32	Cell division cycle 14A	CDC14A	8556	ENSG00000079335	Deafness, autosomal recessive 32, with or without immotile sperm, 608653 (3), Autosomal recessive	AR
chr1	100538139	100542021	607468	GPR88, STRG, COCPMR	G protein-coupled receptor 88	GPR88	54112	ENSG00000181656	?Chorea, childhood-onset, with psychomotor retardation, 616939 (3), Autosomal recessive	AR
chr1	100896090	100996078	611149	SLC30A7, ZNT7, ZHS	Solute carrier family 30 (zinc transporter), member 7	SLC30A7	148867	ENSG00000162695	Ziegler-Huang syndrome, 620501 (3), Autosomal recessive	AR
chr1	100989623	101025784	611075	DPH5, HSPC143, NEDSFF	Diphthamide biosynthesis protein 5	DPH5	51611	ENSG00000117543	Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties, 620070 (3), Autosomal recessive	AR
chr1	101800001	155100000	612841	HYPT5, MUHH2	Hypotrichosis 5		NA		Hypotrichosis 5, 612841 (2), Autosomal dominant	AD
chr1	101800001	111200000	611107	MRT4	Intellectual developmental disorder, autosomal recessive 4		100009675		Intellectual developmental disorder, autosomal recessive 4, 611107 (2), Autosomal recessive	AR
chr1	102876473	103108522	120280	COL11A1, STL2, DFNA37	Collagen XI, alpha-1 polypeptide	COL11A1	1301	ENSG00000060718	Fibrochondrogenesis 1, 228520 (3), Autosomal recessive	AR
chr1	103525699	103555239	618016	RNPC3, SNRNP65, KIAA1839, CPHD7	RNA-binding region-containing protein 3	RNPC3	55599	ENSG00000185946	Pituitary hormone deficiency, combined or isolated, 7, 618160 (3), Autosomal recessive	AR
chr1	106700001	117200000	193000	VUR1	Vesicoureteral reflux		54113		Vesicoureteral reflux 1, 193000 (2), Autosomal dominant	AD
chr1	108134043	108200343	608744	SLC25A24, SCAMC1	Solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24	SLC25A24	29957	ENSG00000085491	Fontaine progeroid syndrome, 612289 (3), Autosomal dominant	AD
chr1	108876985	108934545	609245	GPSM2, LGN, PINS, DFNB82, CMCS	G-protein signaling modulator 2	GPSM2	29899	ENSG00000121957	Chudley-McCullough syndrome, 604213 (3), Autosomal recessive	AR
chr1	108929505	108963484	617539	CLCC1, MCLC, RP32	Chloride channel CLIC-like 1	CLCC1	23155	ENSG00000121940	Retinitis pigmentosa 32, 609913 (3), Autosomal recessive	AR
chr1	109064140	109076003	600774	TAF13, TAF2K, MRT60	TAF13 RNA polymerase II, TATA box-binding protein-associated factor, 18kD	TAF13	6884	ENSG00000197780	Intellectual developmental disorder, autosomal recessive 60, 617432 (3), Autosomal recessive	AR
chr1	109213893	109238182	607529	SARS1, SARS, SERS, NEDMAS	Seryl-tRNA synthetase 1	SARS1	6301	ENSG00000031698	Neurodevelopmental disorder with microcephaly, ataxia, and seizures, 617709 (3), Autosomal recessive	AR
chr1	109309575	109397918	602458	SORT1, NT3, LDLCQ6	Sortilin	SORT1	6272	ENSG00000134243	[Low density lipoprotein cholesterol level QTL6], 613589 (3), Autosomal dominant	AD
chr1	109548615	109600195	139370	GNAI3, ARCND1	Guanine nucleotide-binding protein (G-protein), alpha-inhibiting activity polypeptide-3	GNAI3	2773	ENSG00000065135	Auriculocondylar syndrome 1, 602483 (3), Autosomal dominant	AD
chr1	109619837	109632055	102771	AMPD2, SPG63, PCH9	Adenosine monophosphate deaminase-2, isoform L	AMPD2	271	ENSG00000116337	Pontocerebellar hypoplasia, type 9, 615809 (3), Autosomal recessive	AR
chr1	109750080	109763923	614989	EPS8L3, EPS8R3, HYPT5	EPS8-like protein 3	EPS8L3	79574	ENSG00000198758	?Hypotrichosis 5, 612841 (3), Autosomal dominant	AD
